,Year,country code,Continent,CPI,date,depth,mag,mmi,Population density (people per sq. km of land area),Population growth (annual %),Population in largest city,Population in the largest city (% of urban population),"Population, total",Rural population,Rural population (% of total population),Urban population,Urban population (% of total population),Urban population growth (annual %),GDP (constant 2015 US$),GDP (current US$),GDP growth (annual %),GDP per capita (constant 2015 US$),country,Total Affected
376,1997,MEX,Americas,62.02075732,1997-05-22,70.0,6.5,6.077000000000001,48.6694657784408,1.5594459407437,17600805,25.1637887566815,94611008,24666036,26.071,69944972,73.929,1.91039711406082,772869394254.07,500413483109.175,6.84685227862427,8168.91618207968,Mexico,12000.0
377,1998,IRN,Asia,62.98350111,1998-03-14,9.0,6.6,8.191,39.2764041356615,1.31468999788706,6928532,17.3045908366689,63971836,23933143,37.412,40038693,62.588,2.49598766805459,238906935392.641,110276913362.508,2.17420282423799,3734.56430721545,Iran,1500.0
378,1998,IRN,Asia,62.98350111,1998-04-10,33.0,5.8,5.704,39.2764041356615,1.31468999788706,6928532,17.3045908366689,63971836,23933143,37.412,40038693,62.588,2.49598766805459,238906935392.641,110276913362.508,2.17420282423799,3734.56430721545,Iran,2935.0
379,1998,IRN,Asia,62.98350111,1998-11-13,33.0,5.4,5.251,39.2764041356615,1.31468999788706,6928532,17.3045908366689,63971836,23933143,37.412,40038693,62.588,2.49598766805459,238906935392.641,110276913362.508,2.17420282423799,3734.56430721545,Iran,4355.0
380,1998,IRN,Asia,62.98350111,1998-10-05,38.6,5.4,4.486000000000001,39.2764041356615,1.31468999788706,6928532,17.3045908366689,63971836,23933143,37.412,40038693,62.588,2.49598766805459,238906935392.641,110276913362.508,2.17420282423799,3734.56430721545,Iran,500.0
381,1998,ITA,Europe,62.98350111,1998-04-03,10.0,5.2,5.992999999999999,193.487960286967,0.0287740158774372,3720385,9.74290990550539,56906744,18721181,32.898,38185563,67.102,0.118229703401032,1745817617266.98,1270052525928.4,1.81061516197623,30678.5715462298,Italy,905.0
382,1995,RUS,Europe,58.87818329,1995-05-27,11.0,7.1,8.935,9.05924682416698,-0.0216487632128753,9200994,8.45164713166194,148375787,39509505,26.628,108866282,73.372,-0.0271011383291829,721498374080.086,395537185734.854,-4.14352840564905,5928.95643611263,Russia,750.0
383,1995,TUR,Asia,58.87818329,1995-10-01,33.0,5.0,,75.9929485596975,1.58941517283803,7665403,21.0973200270967,58486453,22152914,37.877,36333539,62.123,2.45109264551091,338183475098.096,169485941048.035,7.87826687618991,5782.2531159155,Turkey,160240.0
384,1995,TUR,Asia,58.87818329,1995-10-01,33.0,6.4,7.879,75.9929485596975,1.58941517283803,7665403,21.0973200270967,58486453,22152914,37.877,36333539,62.123,2.45109264551091,338183475098.096,169485941048.035,7.87826687618991,5782.2531159155,Turkey,160240.0
385,1996,TUR,Asia,60.60402838,1996-08-14,10.0,5.2,,77.2101893117472,1.58908803522569,7906601,21.2369111898841,59423278,22192812,37.347,37230466,62.653,2.43861504983563,363140280866.026,181475555282.555,7.37966447375686,6111.0778989006,Turkey,26006.0
386,1996,TUR,Asia,60.60402838,1996-08-14,10.0,5.7,6.829,77.2101893117472,1.58908803522569,7906601,21.2369111898841,59423278,22192812,37.347,37230466,62.653,2.43861504983563,363140280866.026,181475555282.555,7.37966447375686,6111.0778989006,Turkey,26006.0
387,1996,TUR,Asia,60.60402838,1996-08-14,10.0,5.8,7.546,77.2101893117472,1.58908803522569,7906601,21.2369111898841,59423278,22192812,37.347,37230466,62.653,2.43861504983563,363140280866.026,181475555282.555,7.37966447375686,6111.0778989006,Turkey,26006.0
388,1997,VEN,Americas,62.02075732,1997-07-09,10.0,5.2,,25.8916648716059,1.99944334684861,2835017,14.3262961910372,22837743,3048839,13.35,19788904,86.65,2.36247622285855,..,85843534588.6206,6.37093140101881,..,Venezuela,4183.0
389,1997,VEN,Americas,62.02075732,1997-07-09,10.0,5.3,,25.8916648716059,1.99944334684861,2835017,14.3262961910372,22837743,3048839,13.35,19788904,86.65,2.36247622285855,..,85843534588.6206,6.37093140101881,..,Venezuela,4183.0
390,1997,VEN,Americas,62.02075732,1997-07-09,19.9,7.0,7.667000000000001,25.8916648716059,1.99944334684861,2835017,14.3262961910372,22837743,3048839,13.35,19788904,86.65,2.36247622285855,..,85843534588.6206,6.37093140101881,..,Venezuela,4183.0
391,1997,ZAF,Africa,62.02075732,1997-07-21,5.0,5.0,6.734,35.4363287142751,1.75168731285425,2676412,11.2283906680426,42987456,19151342,44.551,23836114,55.449,2.6247540989203,206736055498.991,168976663845.486,2.60000000146347,4395.48212634969,South Africa,46.0
392,1998,SVN,Europe,62.98350111,1998-04-12,10.0,5.6,7.3870000000000005,98.3927010923535,-0.218117656735081,..,..,1981629,976923,49.299,1004706,50.701,-0.166775352925788,29567951003.8593,22146231967.6861,3.27936544351304,14921.0326473116,Slovenia,700.0
393,1998,TUR,Asia,62.98350111,1998-07-04,33.0,5.4,6.08,79.6872068396502,1.5728778090236,8367184,21.4165172466362,61329665,22260829,36.297,39068836,63.703,2.39884455514286,400049831127.377,275967393939.394,2.40415025686937,6522.94173019496,Turkey,1016.0
394,1999,AFG,Asia,64.36159282,1999-02-11,33.0,6.0,5.8870000000000005,30.8961293386025,2.17042851112236,2298059,51.8192182579358,20170847,15736085,78.014,4434762,21.986,2.5851717172,..,..,..,..,Afghanistan,91960.0
395,1999,AZE,Asia,64.36159282,1999-06-04,33.0,5.4,5.052,96.5207665800133,0.877598699856844,1793936,43.9047658439083,7982750,3896779,48.815,4085971,51.185,0.696083253664727,10727288986.5847,4581432038.83495,7.39999958682304,1365.5178610178,Azerbaijan,9168.0
396,1999,BGD,Asia,64.36159282,1999-07-22,10.0,5.2,6.315,961.739686563724,2.02275181450577,9860440,33.9470801718513,125189655,96143151,76.798,29046504,23.202,3.69163250146715,79267928092.7913,51270569883.5275,4.67015636827865,633.182734570131,Bangladesh,15200.0
397,1998,IDN,Asia,62.98350111,1998-11-29,33.0,5.7,5.2,113.56149472557,1.41877088703827,8362355,10.2665368078147,205724597,124272057,60.407,81452540,39.593,4.46263513050815,373533752988.269,95445547872.715,-13.1267254923818,1815.69806642163,Indonesia,6448.0
398,1998,IDN,Asia,62.98350111,1998-09-28,151.6,6.6,5.109,113.56149472557,1.41877088703827,8362355,10.2665368078147,205724597,124272057,60.407,81452540,39.593,4.46263513050815,373533752988.269,95445547872.715,-13.1267254923818,1815.69806642163,Indonesia,500.0
399,1998,ECU,Americas,62.98350111,1998-08-04,33.0,7.2,7.055,49.1159969399259,2.04556168783188,1964940,27.1678910795619,12198449,4965867,40.709,7232582,59.291,2.90263651895298,55429750211.1927,27981896948.4742,3.26652940374666,4543.99983237153,Ecuador,2040.0
400,1999,COL,Americas,64.36159282,1999-01-25,10.0,5.5,6.385,35.150489409644,1.64204828834622,6151194,21.4504384089319,38999468,10323159,26.47,28676309,73.53,2.23129734205923,152549281078.474,86186158684.7685,-4.20401524369927,3911.57338552603,Colombia,1205933.0
401,1999,COL,Americas,64.36159282,1999-01-25,17.0,6.1,9.004,35.150489409644,1.64204828834622,6151194,21.4504384089319,38999468,10323159,26.47,28676309,73.53,2.23129734205923,152549281078.474,86186158684.7685,-4.20401524369927,3911.57338552603,Colombia,1205933.0
402,1999,MEX,Americas,64.36159282,1999-06-15,70.0,7.0,7.334,50.1478036986548,1.47620911098515,18204136,25.0853904915477,97484823,24916146,25.559,72568677,74.441,1.81935071557574,835160123888.656,600232874042.927,2.75355424748236,8567.07842500423,Mexico,16200.0
403,1999,MEX,Americas,64.36159282,1999-09-30,60.6,7.5,7.9639999999999995,50.1478036986548,1.47620911098515,18204136,25.0853904915477,97484823,24916146,25.559,72568677,74.441,1.81935071557574,835160123888.656,600232874042.927,2.75355424748236,8567.07842500423,Mexico,115215.0
404,1999,MEX,Americas,64.36159282,1999-06-21,68.7,6.3,5.778,50.1478036986548,1.47620911098515,18204136,25.0853904915477,97484823,24916146,25.559,72568677,74.441,1.81935071557574,835160123888.656,600232874042.927,2.75355424748236,8567.07842500423,Mexico,6500.0
405,1999,DZA,Africa,64.36159282,1999-12-22,10.0,5.6,6.968999999999999,12.8575772334512,1.41627891955546,2113386,11.6736214123496,30623406,12519461,40.882,18103945,59.118,2.78731913805614,93042265026.6002,48640653469.3025,3.20000155179186,3038.27098836604,Algeria,15175.0
406,1999,GRC,Europe,64.36159282,1999-09-07,10.0,6.0,8.804,83.4887354538402,0.383471311618576,3167780,40.5467017037709,10761698,2949028,27.403,7812670,72.597,0.547519474580486,193774882115.031,142540728744.939,3.07259634663546,18019.7012769119,Greece,115139.0
407,1999,GTM,Americas,64.36159282,1999-07-11,10.0,6.7,7.7410000000000005,105.553172825681,2.36947641185089,1903788,37.4067771966157,11311078,6221658,55.005,5089420,44.995,3.11904028250564,35743906055.2192,18318412251.3642,3.8470621889051,3160.07953034041,Guatemala,280.0
408,1999,IDN,Asia,64.36159282,1999-12-21,56.0,6.5,6.251,115.157112891028,1.39529010665661,8375897,9.8426136615818,208615171,123516870,59.208,85098301,40.792,4.37865512949189,376488875933.227,140001351215.462,0.79112608199847,1804.70516179874,Indonesia,16920.0
409,1999,IND,Asia,64.36159282,1999-03-28,10.0,5.4,,349.139528250801,1.80555973688001,15722151,5.51696804917697,1038058154,753080049,72.547,284978105,27.453,2.58445670018914,770923180565.542,458820417337.807,8.84575556105509,742.658951807987,India,477894.0
410,1999,IND,Asia,64.36159282,1999-03-28,15.0,6.6,7.49,349.139528250801,1.80555973688001,15722151,5.51696804917697,1038058154,753080049,72.547,284978105,27.453,2.58445670018914,770923180565.542,458820417337.807,8.84575556105509,742.658951807987,India,477894.0
411,1999,IRN,Asia,64.36159282,1999-03-04,33.0,5.3,,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,2690.0
412,1999,IRN,Asia,64.36159282,1999-03-04,33.0,5.2,,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,2690.0
413,1999,IRN,Asia,64.36159282,1999-03-04,33.0,5.0,,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,2690.0
414,1999,IRN,Asia,64.36159282,1999-03-04,33.0,5.1,,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,2690.0
415,1999,IRN,Asia,64.36159282,1999-03-04,33.0,5.6,4.587,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,2690.0
416,1999,IRN,Asia,64.36159282,1999-03-04,33.0,6.6,7.074,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,2690.0
417,1999,IRN,Asia,64.36159282,1999-05-06,33.0,5.3,,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,4100.0
418,1999,IRN,Asia,64.36159282,1999-05-06,33.0,6.2,6.311,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,4100.0
419,1999,IRN,Asia,64.36159282,1999-11-26,33.0,5.3,4.3,39.7854042338957,1.28761823497292,7027559,17.1275972494492,64800875,23770257,36.682,41030618,63.318,2.44722569337041,241139559688.167,113848450088.351,0.934516317769351,3721.23925314539,Iran,250.0
420,2000,JPN,Asia,66.53499421,2000-10-06,10.0,6.7,8.369,347.991769547325,0.167275578113187,34449908,34.532526724864,126843000,27082249,21.351,99760751,78.649,0.327609574744949,3986755544464.21,4968359075956.59,2.76464755143648,31430.6311303282,Japan,7132.0
421,2000,IDN,Asia,66.53499421,2000-05-04,33.0,5.0,,116.757189620053,1.37990809661569,8389759,9.44366906830159,211513822,122673786,57.998,88840036,42.002,4.30303336163431,395012383689.125,165021012077.81,4.9200677470169,1867.54879635774,Indonesia,52770.0
422,2000,IDN,Asia,66.53499421,2000-05-04,33.0,5.1,,116.757189620053,1.37990809661569,8389759,9.44366906830159,211513822,122673786,57.998,88840036,42.002,4.30303336163431,395012383689.125,165021012077.81,4.9200677470169,1867.54879635774,Indonesia,52770.0
423,2000,IDN,Asia,66.53499421,2000-05-04,33.0,5.4,,116.757189620053,1.37990809661569,8389759,9.44366906830159,211513822,122673786,57.998,88840036,42.002,4.30303336163431,395012383689.125,165021012077.81,4.9200677470169,1867.54879635774,Indonesia,52770.0
424,2000,IDN,Asia,66.53499421,2000-07-12,33.0,5.4,5.297999999999999,116.757189620053,1.37990809661569,8389759,9.44366906830159,211513822,122673786,57.998,88840036,42.002,4.30303336163431,395012383689.125,165021012077.81,4.9200677470169,1867.54879635774,Indonesia,4124.0
425,2000,IDN,Asia,66.53499421,2000-10-25,33.0,5.3,,116.757189620053,1.37990809661569,8389759,9.44366906830159,211513822,122673786,57.998,88840036,42.002,4.30303336163431,395012383689.125,165021012077.81,4.9200677470169,1867.54879635774,Indonesia,5500.0
426,2000,IDN,Asia,66.53499421,2000-10-25,38.0,6.8,6.306,116.757189620053,1.37990809661569,8389759,9.44366906830159,211513822,122673786,57.998,88840036,42.002,4.30303336163431,395012383689.125,165021012077.81,4.9200677470169,1867.54879635774,Indonesia,5500.0
427,2000,IRN,Asia,66.53499421,2000-02-02,33.0,5.3,6.852,40.2904031287605,1.26131875933023,7128140,16.9610457545204,65623397,23596861,35.958,42026536,64.042,2.39826598092618,255147112804.533,109591707802.216,5.80889885279676,3888.05097676569,Iran,2015.0
428,2000,ISL,Europe,66.53499421,2000-06-21,10.0,6.5,8.549,2.80503740648379,1.36919283329812,..,..,281205,21369,7.599,259836,92.401,1.51427858666661,11859726687.7669,9025660361.75842,4.98504277020335,42174.6650584696,Iceland,108.0
429,2000,ISL,Europe,66.53499421,2000-06-17,10.0,5.7,7.185,2.80503740648379,1.36919283329812,..,..,281205,21369,7.599,259836,92.401,1.51427858666661,11859726687.7669,9025660361.75842,4.98504277020335,42174.6650584696,Iceland,91.0
430,2000,ISL,Europe,66.53499421,2000-06-17,10.0,6.5,8.388,2.80503740648379,1.36919283329812,..,..,281205,21369,7.599,259836,92.401,1.51427858666661,11859726687.7669,9025660361.75842,4.98504277020335,42174.6650584696,Iceland,91.0
431,2000,MEX,Americas,66.53499421,2000-08-09,45.8,6.5,6.287000000000001,50.8757143959464,1.4410967038977,18457027,24.9756988983834,98899845,24999903,25.278,73899942,74.722,1.81786606594312,876437526455.268,707906744574.644,4.94245371467422,8861.86956567291,Mexico,1.0
432,2000,NIC,Americas,66.53499421,2000-07-06,33.0,5.1,,42.1248961276384,1.55602084264681,886840,31.7011730835293,5069310,2271811,44.815,2797499,55.185,1.82640861531819,7324912272.36227,5107329007.0922,4.10159025073438,1444.94769475516,Nicaragua,7477.0
433,2000,NIC,Americas,66.53499421,2000-07-06,33.0,5.4,4.3,42.1248961276384,1.55602084264681,886840,31.7011730835293,5069310,2271811,44.815,2797499,55.185,1.82640861531819,7324912272.36227,5107329007.0922,4.10159025073438,1444.94769475516,Nicaragua,7477.0
434,1999,PER,Americas,64.36159282,1999-04-03,87.2,6.8,6.559,20.37366796875,1.624521713713,7145230,37.723762819199,26078295,7137369,27.369,18940926,72.631,2.19753846632203,85117079539.329,50187324567.883,1.49491064308833,3263.90508042527,Peru,1550.0
435,1999,TUR,Asia,64.36159282,1999-11-12,10.0,5.2,,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,224948.0
436,1999,TUR,Asia,64.36159282,1999-11-12,10.0,5.5,6.585,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,224948.0
437,1999,TUR,Asia,64.36159282,1999-11-12,10.0,7.2,9.009,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,224948.0
438,1999,TUR,Asia,64.36159282,1999-08-17,10.0,5.1,,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,1358953.0
439,1999,TUR,Asia,64.36159282,1999-08-17,10.0,5.0,,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,1358953.0
440,1999,TUR,Asia,64.36159282,1999-09-13,13.0,5.9,7.992999999999999,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,422.0
441,1999,TUR,Asia,64.36159282,1999-10-05,33.0,5.2,5.287999999999999,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,103.0
442,1999,TUR,Asia,64.36159282,1999-08-31,10.0,5.2,6.075,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,166.0
443,1999,TUR,Asia,64.36159282,1999-11-11,22.0,5.7,6.647,80.9316047971103,1.54953562865714,8553323,21.3817942035152,62287391,22284560,35.777,40002831,64.223,2.3625110666141,386995531429.888,256385525071.633,-3.26316840597104,6213.06375522918,Turkey,200.0
444,1999,PHL,Asia,64.36159282,1999-12-12,33.0,5.1,,255.981242244357,2.19073742433526,9845191,27.9075764354414,76325927,41048084,53.78,35277843,46.22,2.00700127194234,136800837504.362,85640133799.7951,3.34645118376795,1791.83165294712,Philippines,190.0
445,1999,RUS,Europe,64.36159282,1999-02-21,65.0,5.3,4.077,8.9828041719473,-0.309278191504336,9842072,9.11404846210262,147214776,39226849,26.646,107987927,73.354,-0.316093621727179,709483417602.604,195907128350.934,6.39991468973531,5876.20292433974,Russia,5020.0
446,2000,RUS,Europe,66.53499421,2000-08-04,10.0,5.3,,8.94901570933758,-0.420614990249978,10004523,9.30404014634107,146596869,39068066,26.65,107528803,73.35,-0.426068727524834,780432233409.801,259710142196.943,10.000066815788,6491.07222719881,Russia,19108.0
447,2000,RUS,Europe,66.53499421,2000-08-04,10.0,6.8,6.808,8.94901570933758,-0.420614990249978,10004523,9.30404014634107,146596869,39068066,26.65,107528803,73.35,-0.426068727524834,780432233409.801,259710142196.943,10.000066815788,6491.07222719881,Russia,19108.0
448,2000,PNG,Oceania,66.53499421,2000-11-16,33.0,5.1,,12.9125778386256,2.27313096170266,254012,32.8981655606152,5847590,5075474,86.796,772116,13.204,0.986437596086213,11016473022.8638,3521339699.07407,-2.49484199260023,1883.93389804411,Papua New Guinea,5000.0
449,2000,PNG,Oceania,66.53499421,2000-11-16,33.0,5.2,,12.9125778386256,2.27313096170266,254012,32.8981655606152,5847590,5075474,86.796,772116,13.204,0.986437596086213,11016473022.8638,3521339699.07407,-2.49484199260023,1883.93389804411,Papua New Guinea,5000.0
